duration_ms,error_message,error_type,event,level,method,path,request_id,service,session_id,stacktrace_hash,status_code,timestamp
,,,unknown,INFO,,,,orders-service,,,,2025-12-29T16:48:07.055Z
,,,unknown,INFO,,,,orders-service,,,,2025-12-29T16:48:07.059Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.619Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.681Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:47.687Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:48.728Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:48.830Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.794Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.815Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.823Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.823Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.990Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:49.991Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.618Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.896Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:50.992Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:51.006Z
,,,unknown,WARN,,,,users-service,,,,2025-12-29T11:23:51.540Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.071Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.072Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-29T11:23:52.008Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.186Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.307Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.307Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:52.379Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.294Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.342Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:23:53.351Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.602Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.612Z
,,,unknown,INFO,,,,users-service,,,,2025-12-29T11:25:45.644Z
,,,http.patch.to,WARN,,,,users-service,,,,2025-12-29T11:25:45.748Z
,,,unknown,INFO,,,7a394dd7-3991-4d41-8f40-492809aa1f2a,users-service,,,,2025-12-29T11:25:46.061Z
,,,unknown,INFO,,,7a394dd7-3991-4d41-8f40-492809aa1f2a,users-service,,,,2025-12-29T11:25:47.629Z
,,,unknown,INFO,,,50afe549-0804-42b1-a82c-a47d6e3b144b,users-service,,,,2025-12-29T11:30:43.683Z
,,,unknown,INFO,,,50afe549-0804-42b1-a82c-a47d6e3b144b,users-service,,,,2025-12-29T11:30:43.929Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.096Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.097Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.097Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.098Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.099Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.100Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.101Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.101Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.103Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.104Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.105Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.105Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.106Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.108Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.109Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.110Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.110Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.111Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.112Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.113Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.113Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.114Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.115Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.116Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.117Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.118Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.119Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.120Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.121Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.122Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.123Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.125Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.126Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.127Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.128Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.128Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.129Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.130Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.131Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.131Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.132Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.133Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.134Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.135Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.136Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.137Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T03:26:07.555Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.139Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.140Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.141Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.142Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.143Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.144Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.145Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.146Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-30T05:08:20.152Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.153Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.154Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.155Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.155Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.156Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.157Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.158Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.159Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.160Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.161Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.161Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.162Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.163Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T05:08:20.163Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.498Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.499Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.580Z
,,,unknown,INFO,,,,users-service,,,,2025-12-30T03:26:14.665Z
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:24.239
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:24.397
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:24.402
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.233
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.234
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.385
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.078
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.079
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.216
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.218
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.359
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.361
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.364
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.370
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-29T22:18:04.921
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.071
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.077
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:32:51.981
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:32:52.058
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.077
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.086
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.352
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.363
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.369
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.370
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.478
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.481
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:24.397
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:24.402
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.233
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.234
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.385
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.078
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.079
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.216
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.218
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.359
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.361
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.364
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.370
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-29T22:18:04.921
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.071
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.077
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:32:51.981
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:32:52.058
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.077
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.086
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.352
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.363
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.369
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.370
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.478
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.481
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-30T22:19:11.871
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.234
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:35.385
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.078
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.079
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.216
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.218
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.221
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.359
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.361
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.364
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-29T19:21:36.370
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-29T22:18:04.921
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.071
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-29T22:18:07.077
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:32:51.981
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:32:52.058
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.077
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:06.086
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.352
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.363
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.369
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.370
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.478
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T12:33:07.481
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-30T22:19:11.871
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-30T22:19:15.268
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-30T22:19:16.588
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-30T22:19:16.601
,,,db.connecting,INFO,,,,delivery-service,,,,2025-12-30T08:35:21.459Z
,,,db.connected,INFO,,,,delivery-service,,,,2025-12-30T08:35:24.109Z
,,,server.started,INFO,,,,delivery-service,,,,2025-12-30T08:35:24.114Z
,,,unknown,INFO,,,,orders-service,,,,2025-12-30T16:31:37.301Z
,,,unknown,INFO,,,,orders-service,,,,2025-12-30T16:31:37.307Z
,,,db.connecting,INFO,,,,restaurants-service,,,,2025-12-30T14:06:37.790
,,,db.connected,INFO,,,,restaurants-service,,,,2025-12-30T14:06:40.316
,,,server.started,INFO,,,,restaurants-service,,,,2025-12-30T14:06:40.319
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:21:50.164
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T14:21:50.168
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:22:10.196
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T14:22:10.197
,,,restaurant.list.error,ERROR,,,,restaurants-service,,,,2025-12-30T14:22:20.267
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:22:20.286
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T14:22:23.585
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:22:23.595
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:22:23.622
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:22:23.702
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.747
,,,menuItem.list.start,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.751
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.757
,,,restaurant.getOne.start,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.757
,,,menuItem.list.success,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.835
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.836
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.837
,,,menuItem.list.start,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.838
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.845
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.846
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.848
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.848
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.849
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.852
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.853
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.854
,,,menuItem.list.success,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.902
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:08.903
,,,restaurant.getOne.found,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.284
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.286
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.288
,,,restaurant.getOne.start,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.288
,,,restaurant.getOne.found,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.365
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T14:23:09.367
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.254
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.261
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.803
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.807
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.808
,,,restaurant.list.start,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.809
,,,http.request.received,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.831
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.835
,,,restaurant.list.success,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.907
,,,http.request.completed,INFO,,,,restaurants-service,,,,2025-12-30T22:03:00.909
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.029Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.048Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.048Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.280Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.299Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.472Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.475Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.476Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.476Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.532Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.532Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.685Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.762Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.771Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:41.772Z
,,,unknown,WARN,,,,users-service,,,,2025-12-27T06:33:41.850Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T05:57:32.829Z
,,,unknown,INFO,,,,users-service,,,,2025-12-31T05:57:32.829Z
,,,unknown,ERROR,,,,users-service,,,,2025-12-27T06:33:41.954Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:42.061Z
,,,unknown,INFO,,,,users-service,,,,2025-12-27T06:33:42.068Z
